W,eng_front.c,1,1,c_builtin,W0576,UNC,X99,The character except for basic source character is used in the comment of source file `eng_front.c'.
W,engine.h,1,1,c_builtin,W0576,UNC,X99,The character except for basic source character is used in the comment of source file `engine.h'.
W,p11_err.h,26,1,c_builtin,W0442,UNC,X99,A function-like macro is defined.
W,libp11.h,42,1,c_builtin,W0442,UNC,X99,A function-like macro is defined.
W,libp11.h,428,1,c_builtin,W0442,UNC,X99,A function-like macro is defined.
W,eng_err.h,26,1,c_builtin,W0442,UNC,X99,A function-like macro is defined.
W,eng_front.c,17,1,c_builtin,W0026,UNC,X99,`/usr/include/stdio.h' is already included by this file indirectly.
W,eng_front.c,18,1,c_builtin,W0026,UNC,X99,`/usr/include/string.h' is already included by this file indirectly.
W,eng_front.c,21,1,c_builtin,W0026,UNC,X99,`/usr/include/openssl/crypto.h' is already included by this file indirectly.
W,eng_front.c,22,1,c_builtin,W0026,UNC,X99,`/usr/include/openssl/objects.h' is already included by this file indirectly.
W,eng_front.c,23,1,c_builtin,W0026,UNC,X99,`/usr/include/openssl/engine.h' is already included by this file indirectly.
W,eng_front.c,38,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,41,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,42,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,45,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,46,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,49,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,50,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,53,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,54,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,57,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,58,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,61,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,62,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,65,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,66,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,69,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,70,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,73,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,74,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,77,3,c_builtin,W0076,UNC,X99,Hexadecimal constant without `U' or `u' suffix.
W,eng_front.c,78,3,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,78,18,c_builtin,W0167,UNC,X99,Implicit conversion from `signed int' to `unsigned int'.
W,eng_front.c,81,20,c_builtin,W1076,UNC,X99,`get_ctx' has internal-linkage without any prototype declarations.
W,eng_front.c,91,27,c_builtin,W9003,UNC,X99,An object typed `void *' is implicitly converted into an object of type `ENGINE_CTX *'.
W,eng_front.c,81,36,c_builtin,W0104,UNC,X99,The value of formal argument `engine' is not change. It can be declarable with 'const'.
W,eng_front.c,81,36,c_builtin,W0105,UNC,X99,The object which points the formal argument `engine' is not change. It can be declaring as pointer type which points const object.
W,eng_front.c,81,20,c_builtin,W1071,UNC,X99,Function `get_ctx' has multiple termination points.
W,eng_front.c,95,21,c_builtin,W1073,UNC,X99,Return value of the function `ENGINE_set_ex_data' is discarded.
W,eng_front.c,101,12,c_builtin,W1076,UNC,X99,`engine_destroy' has internal-linkage without any prototype declarations.
W,eng_front.c,121,5,c_builtin,W0572,UNC,X99,Bitwise operation of signed value causes implementation-defined behavior.
